word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
being,"n. 存在, 性质, 生命, 人, 生物, be的现在分词",('bi:iŋ),n,高考 四级 考研,23301,0.1870735161581048,0.3547487232307626,A2,2,初级,cet4
notion,"n. 概念, 观念, 想法, 打算, 别致的小东西\n[经] 概念, 打算, 想法",('nәuʃәn),n,四级 六级 考研 托福 雅思,23325,0.1344480171489817,0.4712540192926045,B1,3,中级,cet4
propose,"vt. 计划, 打算, 建议, 提议, 求(婚)\nvi. 打算, 求婚",(prә'pәuz),v,四级 六级 考研 托福 雅思,23369,0.1735632675767041,0.3819590055201335,B1,3,中级,cet4
locate,"vt. 找出, 设于, 位于\nvi. 定居",('lәukeit),v,四级 六级 考研 托福,23430,0.0746905676483141,0.3751173708920188,B1,3,中级,cet4
struggle,"n. 斗争, 努力, 奋斗\nvi. 努力, 奋斗, 挣扎",('strʌgl),v,高考 四级 六级 考研 托福,23554,0.1408253375222892,0.1398064023095865,B1,3,中级,cet4
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付\n[经] 建议, 推荐",(.rekә'mend),v,高考 四级 六级 考研 托福,23563,0.1282094809659211,0.261087297882273,B1,3,中级,cet4
launch,"n. 下水, 汽艇, 发射\nvt. 使下水, 发射, 发动\nvi. 起飞, 下水, 投入, 开始",(lɒ:ntʃ),v,四级 六级 考研 托福 雅思,22844,0.1700665382594992,0.1405620731920854,B1,3,中级,cet4
mark,"n. 标志, 分数, 马克, 痕迹, 斑点, 靶子, 刻度, 记号, 符号, 戳记, 标准, 起跑线\nvt. 做标记于, 留意, 打分数, 表明, 标志, 记录\nvi. 作记号, 记得分\n[计] 标志; 标记; 传号",(mɑ:k),v,中考 高考 四级 考研,22858,0.1073147256977863,0.2530842593402747,A2,2,初级,cet4
comfortable,"a. 舒服的, 轻松的\nn. 盖被",('kʌmfәtәbl),j,中考 高考 四级 六级 考研 雅思,22884,0.1893462681349414,0.1184233525607411,B2,4,中级,cet4
precursor,"n. 先驱者, 前导, 前兆\n[化] 前体; 前身; 产物母体",(.pri:'kә:sә),n,托福 GRE,1781,0.077484559236384,0.4755755193711398,B2,4,中级,cet4
cactus,n. 仙人掌\n[医] 仙人掌属,('kæktәs),n,GRE,1871,0.0384820951362907,0.0919294494922501,B1,3,中级,cet4
assimilate,"vt. 使同化, 吸收, 使相拟, 把...比作\nvi. 被吸收, 被同化",(ә'simileit),v,六级 考研 托福 雅思 GRE,1839,0.0826536160957042,0.5753126699293094,B2,4,中级,cet4
foyer,"n. 门厅, 入门大堂",('fɔiei),n,雅思 GRE,1840,0.0293478260869565,0.0277173913043478,A2,2,初级,cet4
numb,"a. 麻木的, 失去知觉的\nvt. 使麻木, 使昏迷, 使失去知觉",(nʌm),j,高考 考研 托福 雅思 GRE,1887,0.1197668256491786,0.0291467938526762,A2,2,初级,cet4
banquet,n. 宴会,('bæŋkwit),n,六级 考研 托福 雅思 GRE,1890,0.0666666666666666,0.1746031746031746,B1,3,中级,cet4
airport,"n. 飞机场\n[机] 航空站, 机场",('єәpɒ:t),n,中考 高考 雅思,22746,0.2391629297458893,0.0425129693132858,A2,2,初级,cet4
appearance,"n. 出现, 露面, 外观, 外表, 出版\n[计] 外观, 版面",(ә'piәrәns),n,高考 四级 考研 雅思,22773,0.136082202608352,0.2171870197163307,B2,4,中级,cet4
link,"n. 环, 连结物, 链接, 火把\nvt. 连结, 联合, 挽住\nvi. 连接起来\n[计] 连接, 链路",(liŋk),v,高考 四级 六级 考研 雅思,23066,0.1108991589352293,0.4072661059568195,A2,2,初级,cet4
hearing,"n. 听, 听觉, 听讯\n[医] 听, 听觉",('hiәriŋ),n,高考 考研 雅思,23149,0.3340965052486068,0.2097714804095209,B1,3,中级,cet4
exchange,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所\nv. 交换, 交易, 兑换\n[计] 交换; 电话局",(iks'tʃeindʒ),n,高考 四级 六级 考研 托福 雅思,26554,0.1231452888453717,0.3595315206748512,B1,3,中级,cet4
plastic,"n. 塑料, 可塑体, 可塑性物质\na. 塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的",('plæstik),n,中考 高考 四级 六级 考研 托福 雅思,26626,0.082888905581011,0.1098550289191016,B1,3,中级,cet4
clean,"a. 干净的, 清白的, 简洁的\nadv. 清洁地, 完全地\nvt. 清理, 使干净, 出空\nvi. 被搞干净\nn. 打扫",(kli:n),j,中考 高考 托福 雅思,26642,0.1331356504766909,0.1195480819758276,A2,2,初级,cet4
circle,"n. 圆周, 社交圈, 循环, 范围\nvt. 围着, 环绕\nvi. 盘旋, 循环",('sә:kl),n,中考 高考 四级 六级 考研 托福 雅思,26662,0.0716000300052509,0.273910434326007,B1,3,中级,cet4
teaching,"n. 教学, 学说, 教导",('ti:tʃiŋ),n,四级 六级 雅思,26703,0.0394712204621203,0.6978616634835038,B1,3,中级,cet4
ready,"n. 预备好的状态, 现款\na. 准备好的, 备用的, 可以使用的\nadv. 预先, 迅速\nvt. 使准备好",('redi),j,中考 高考 托福 GRE,55154,0.235322914022555,0.0739746890524712,A2,2,初级,cet4
list,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单\nvt. 列出, 列于表上, 记入名单内, 装布条\nvi. 列于表上\n[计] 列表, 序列, 数据清单",(list),n,中考 高考 四级 六级 考研 雅思 GRE,55328,0.1707092249855407,0.1838671197223828,A2,2,初级,cet4
shoot,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费\nvt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射\nvi. 射出, 射击, 发出, 拍电影, 射门, 发芽",(ʃu:t),v,高考 四级 六级 考研 GRE,57405,0.23248845919345,0.0426617890427663,A2,2,初级,cet4
coma,"n. 昏迷, 麻木, 彗发\n[化] 彗差; 彗形像差",('kәumә),n,GRE,1854,0.2162891046386192,0.0949298813376483,A2,2,初级,cet4
gloom,"n. 忧郁, 暗处, 幽暗\nvi. 变忧沉, 变黑暗\nvt. 使忧郁, 使黑暗",(glu:m),n,托福 GRE,1855,0.0900269541778975,0.0646900269541779,A2,2,初级,cet4
pollster,"n. 民意调查人, 民意测验经办人",('pәulstә),n,GRE,1911,0.413396127681842,0.0465724751439037,B1,3,中级,cet4
tutor,"n. 家庭教师, 导师, 助教, 监护人\nvt. 当...的教师, 教, 指导, 约束, 克制\nvi. 当家庭教师, 受家庭教师的指导",('tju:tә),n,高考 四级 六级 考研 托福 雅思 GRE,1916,0.0568893528183716,0.3695198329853862,A2,2,初级,cet4
curtail,"vt. 缩减, 剥夺, 简略\n[法] 剥夺特权",(kә:'teil),v,托福 雅思 GRE,1919,0.0948410630536737,0.3564356435643564,B1,3,中级,cet4
hire,"n. 租金, 租用, 雇用\nvt. 雇请, 出租\nvi. 受雇",(haiә),v,高考 四级 六级 考研,27251,0.1789292136068401,0.1166929653957652,A2,2,初级,cet4
writing,"n. 书写, 著作, 笔迹, 作品\n[医] 书写",('raitiŋ),n,高考 四级 六级 考研 雅思,27257,0.088380966357266,0.4873977326925193,B1,3,中级,cet4
eastern,"n. 东方人, 东正教徒\na. 东方的, 向东的, 自东的",('i:stәn),j,高考 四级 考研 雅思,26882,0.2067926493564467,0.2932817498698014,B1,3,中级,cet4
importance,"n. 重要, 重要性, 重要地位, 自大\n[机] 重要, 重要性",(im'pɒ:tәns),n,高考 四级 六级 考研,26981,0.0716059449242059,0.6356695452355361,B2,4,中级,cet4
guide,"n. 引导者, 导游, 指南, 路标\nvt. 指导, 支配, 管理, 带领, 操纵\nvi. 任向导\n[计] 辅助线",(gaid),n,高考 四级 六级 考研 雅思,22350,0.0714541387024608,0.2311856823266219,A2,2,初级,cet4
steal,vt. 剽窃；偷偷地做；偷窃；vi. 窃取；偷偷地行动；[棒球]偷垒；n. [口]偷窃；便宜货；偷垒；[篮球]断球,(sti:l),v,中考 高考 四级 六级 考研 托福,22488,0.1883671291355389,0.0641675560298826,A2,2,初级,cet4
ought,"aux. 应该, 大概\nn. 责任",(ɒ:t),v,高考 四级 六级 考研,22637,0.4840747448866899,0.1202897910500508,A2,2,初级,cet4
crazy,"a. 发狂的, 狂热的",('kreizi),j,中考 高考 四级 六级 考研 托福,22639,0.2421485047926145,0.0265029374088961,A2,2,初级,cet4
silence,"n. 沉默, 无声, 静寂, 湮没, 无声息\nvt. 使缄默\ninterj. 安静",('sailәns),n,中考 高考 四级 六级 考研 托福 雅思,22644,0.0725136901607489,0.0983041865394806,B1,3,中级,cet4
estate,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产",(i'steit),n,四级 六级 考研 托福 雅思,22690,0.1237108858527985,0.1018069634200088,B1,3,中级,cet4
sick,"n. 病人\na. 不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的\nvt. 呕吐, 追击, 使(狗)去攻击",(sik),j,中考 高考 托福 雅思,22694,0.2342028730060809,0.0635850885696659,A2,2,初级,cet4
brisk,"a. 强烈的, 寒冷而干燥的, 活泼的\nvt. 使活泼\nvi. 活跃起来",(brisk),j,四级 六级 考研 托福 雅思 GRE,1869,0.0518994114499732,0.054039593365436,A2,2,初级,cet4
scurry,"vi. 急赶, 急跑, 急转\nn. 急赶, 急跑, 急转, 阵雪, 阵雨",('skʌri),v,托福 GRE,1877,0.0383590836441129,0.0346297282898241,B1,3,中级,cet4
hardly,"adv. 刚刚, 几乎不, 勉强是",('hɑ:dli),r,中考 高考 四级 六级 考研 托福,22221,0.0979253858962242,0.1620089104900769,B1,3,中级,cet4
volume,"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量\nvi. 成团卷起\nvt. 把...收集成卷\na. 大量的\n[计] 卷",('vɒljum),n,四级 六级 考研 托福 雅思,22239,0.0718107828589415,0.4028958136606861,B1,3,中级,cet4
correct,"a. 正确的, 合适的\nvt. 改正, 订正",(kә'rekt),j,中考 高考 四级 考研 托福,22244,0.4419169214170113,0.2449649343643229,B1,3,中级,cet4
golf,n. 高尔夫球\nvi. 打高尔夫球,(gɒlf),n,高考 四级 六级 考研 雅思,22301,0.1072149230976189,0.0393704318192009,A2,2,初级,cet4
contribution,"n. 捐助, 捐助之物, 贡献\n[经] 贡献, 捐款, 补助品",(.kɒntri'bju:ʃәn),n,高考 四级 考研 雅思,22337,0.1230693468236558,0.4431660473653579,B2,4,中级,cet4
hate,"n. 憎恨, 恨, 厌恶\nvt. 憎恨, 憎恶\nvi. 仇恨",(heit),v,中考 高考 四级 六级 考研,27207,0.2209725438306318,0.0400264637777042,A2,2,初级,cet4
depend,"vi. 靠, 视...而定, 信赖",(di'pend),v,中考 高考 四级 六级 考研,27226,0.1881289943436421,0.357746271945934,B1,3,中级,cet4
fat,"n. 脂肪, 脂油, 肥肉\na. 肥的, 胖的, 油腻的\nn. 文件分配表\n[计] 文件分配表",(fæt),n,中考 高考 考研,27230,0.0789203084832904,0.0322071244950422,A1,1,初级,cet4
green,"n. 绿色, 绿色颜料\na. 绿色的, 未成熟的, 新鲜的, 青春的, 无经验的, 脸色发青的",(gri:n),j,中考 高考 雅思 GRE,49572,0.0778665375615266,0.090313079964496,A1,1,初级,cet4
check,"n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军\nvt. 检查, 阻止, 核对, 寄存, 托运\nvi. 逐项相符, 开支票\n[计] 复选",(tʃek),v,中考 高考 托福 雅思 GRE,50218,0.1909275558564658,0.0732008443187701,A2,2,初级,cet4
artisan,"n. 工匠, 技工\n[经] 熟练技术工, 匠人",(.ɑ:ti'zæn),n,托福 GRE,1939,0.0195977307890665,0.3594636410520887,B1,3,中级,cet4
maritime,"a. 海的, 海上的, 海事的, 沿海的, 海员的\n[经] 海事的, 海上的, 海员的",('mæritaim),j,六级 托福 雅思 GRE,1895,0.0649076517150395,0.4775725593667546,B1,3,中级,cet4
emulate,"vt. 效法, 尽力赶上, 同...竞争\n[计] 仿真",('emjuleit),v,托福 GRE,1896,0.1039029535864978,0.3370253164556962,B1,3,中级,cet4
lavish,"a. 大方的, 丰富的, 浪费的\nvt. 浪费, 滥用, 慷慨给予",('læviʃ),j,托福 雅思 GRE,1899,0.105318588730911,0.0968931016324381,B1,3,中级,cet4
ratify,"vt. 批准, 认可\n[经] 证实, 肯定, 确认",('rætifai),v,托福 GRE,1899,0.1995787256450763,0.4154818325434439,B1,3,中级,cet4
despise,vt. 轻视,(di'spaiz),v,四级 六级 考研 托福 雅思 GRE,1903,0.1208617971623752,0.163951655281135,B1,3,中级,cet4
terminology,"n. 术语, 术语学\n[医] 名词学, 命名法",(.tә:mi'nɒlәdʒi),n,六级 托福 GRE,1934,0.0863495346432264,0.6649431230610134,B2,4,中级,cet4
nausea,"n. 反胃, 晕船, 恶心, 厌恶\n[医] 恶心",('nɒ:ʃjә),n,雅思 GRE,1934,0.0806618407445708,0.1478800413650465,B1,3,中级,cet4
promise,"n. 诺言, 约定的事情, 有指望\nvt. 允诺, 约定, 预示\nvi. 允诺, 有前途, 有指望",('prɒmis),v,中考 高考 四级 六级 考研 托福 雅思,27943,0.1933221200300612,0.1062878001646208,B1,3,中级,cet4
knee,"n. 膝, 膝盖\nvt. 膝行, 用膝盖碰",(ni:),n,中考 高考 四级 六级 考研,27986,0.0567069248910169,0.0634245694275709,A2,2,初级,cet4
daily,"a. 每日的, 日常的\nadv. 每日地, 日常地\nn. 日报",('deili),j,中考 高考 四级 考研 雅思,27308,0.1199648454665299,0.2645378643620917,A2,2,初级,cet4
dangerous,"a. 危险的\n[法] 危险的, 危害的",('deindʒәrәs),j,中考 高考 四级 考研 托福 雅思,27358,0.2726441991373638,0.1427004898018861,B2,4,中级,cet4
device,"n. 装置, 设计, 策略, 发明物, 设备\n[计] 设备; DOS内部命令:该命令要求DOS安装一个设备驱动程序",(di'vais),n,四级 六级 考研 托福,27382,0.1143086699291505,0.3125045650427288,B1,3,中级,cet4
pair,"n. 一双, 一对, 一副\nv. (使)成对",(pєә),n,中考 高考 雅思,27554,0.0624591710822385,0.1523190825288524,A2,2,初级,cet4
democracy,"n. 民主政治, 民主主义\n[法] 民主, 民主政治, 民主政体",(di'mɒkrәsi),n,四级 六级 考研 托福 雅思,27561,0.2201661768440913,0.4752730307318312,B2,4,中级,cet4
expectation,"n. 期待, 指望, 展望\n[化] 期望值",(.ekspek'teiʃәn),n,高考 四级 六级 考研,21710,0.1228926761860893,0.4772455089820359,B2,4,中级,cet4
coverage,"n. 覆盖的范围, 保险总额, 新闻报导\n[化] 可达范围; 覆盖度",('kʌvәridʒ),n,考研 托福 雅思,21727,0.3087402770746076,0.1741611819395222,B1,3,中级,cet4
host,"n. 主人, 旅馆老板, 节目主持人\nvt. 当主人招待, 作...节目主持人\n[计] 主机, 宿主机",(hәust),n,高考 四级 六级 考研 雅思,21773,0.2031415055343774,0.2115464106921416,A2,2,初级,cet4
duty,"n. 责任, 关税, 职务, 尊敬\n[化] 职责",('dju:ti),n,中考 高考 四级 六级 考研 雅思,21783,0.149428453381077,0.2749850801083414,B2,4,中级,cet4
kick,"n. 踢, 反冲, 后座力, 凹底\nvi. 踢, 反抗, 反冲\nvt. 踢, 反冲",(kik),v,中考 高考 四级 六级 考研,22034,0.1789507125351729,0.0286375601343378,A2,2,初级,cet4
declare,"v. 宣布, 声明, 申报, 断言",(di'klєә),v,高考 四级 六级 考研 托福 雅思,22126,0.1558799602277863,0.233526168308777,B1,3,中级,cet4
nurse,"n. 护士, 保姆, 奶妈\nvt. 看护, 照顾, 培养\nvi. 喂奶, 看护病人",(nә:s),n,中考 高考 托福 雅思,22131,0.1335682978627265,0.2653291762685825,A2,2,初级,cet4
unanimous,"a. 意见一致的, 无异议的",(ju:'nænimәs),j,六级 考研 托福 雅思 GRE,1960,0.3122448979591837,0.2193877551020408,B2,4,中级,cet4
get,"vt. 得到, 获得, 变成, 使得, 收获, 接通, 抓住, 染上\nvi. 到达, 成为, 变得\nn. (网球等)救球, 生殖, 幼兽\n[计] 取得指令, 获取文件",(get),v,中考 高考 雅思,1080432,0.3606788765975091,0.0358254846209664,A1,1,初级,cet4
burn,"vt. 烧, 烧毁, 烧伤\nvi. 燃烧, 发热, 烧毁\nn. 烧伤, 烙印",(bә:n),v,中考 高考 四级 六级 考研,28735,0.154167391682617,0.0784409257003654,A2,2,初级,cet4
pour,"n. 流出, 倾泻, 骤雨\nvt. 倒, 灌, 注, 倾泻, 诉说, 倾吐\nvi. 倾泻, 蜂涌而来, 下大雨",(pɒ:),v,高考 四级 六级 考研 雅思,21142,0.0807870589348216,0.0618673730016081,A2,2,初级,cet4
achievement,"n. 完成, 成就, 功业",(ә'tʃi:vmәnt),n,高考 四级 六级 托福 雅思,21249,0.0594851522424584,0.6420537437055861,B2,4,中级,cet4
ancient,"a. 古代的, 古老的, 年老的, 旧的",('einʃәnt),j,中考 高考 四级 六级 考研 雅思,21408,0.0643217488789237,0.2982997010463378,B1,3,中级,cet4
educational,"a. 教育的, 教育性的",(.edju'keiʃәnl),j,雅思,27880,0.0462697274031563,0.7164634146341463,B2,4,中级,cet4
motto,"n. 箴言, 座右铭, 警句",('mɒtәu),n,高考 雅思 GRE,1872,0.1452991452991453,0.1431623931623931,A2,2,初级,cet4
limestone,n. 石灰石\n[化] 石灰石; 石灰岩,('laimstәun),n,六级 托福 GRE,1873,0.0379071009076348,0.1735184196476241,B2,4,中级,cet4
shoulder,"n. 肩, 肩膀, 衣肩\nvt. 肩负, 负担, 担任\nvi. 用肩推挤",('ʃәuldә),n,中考 高考 四级 六级 考研 GRE,46390,0.0507868075016167,0.0360638068549256,B1,3,中级,cet4
avoid,"vt. 避免, 防止, 撤消\n[法] 避免, 回避, 躲开",(ә'vɒid),v,中考 高考 四级 考研 托福 雅思 GRE,46518,0.1147082849649598,0.2524614127864482,A2,2,初级,cet4
bouquet,"n. 花束\n[医] 丛, 酒香, 末梢分极",(bu'kei),n,托福 雅思 GRE,1919,0.0755601875977071,0.0396039603960396,B1,3,中级,cet4
orchid,"n. 兰花, 淡紫色\n[医] 兰科植物",('ɒ:kid),n,托福 GRE,1924,0.0628898128898129,0.0597713097713097,B1,3,中级,cet4
safeguard,"n. 保卫, 保护措施, 防护设施\nvt. 保卫, 保护",('seifgɑ:d),v,六级 考研 雅思 GRE,1924,0.1081081081081081,0.4630977130977131,B2,4,中级,cet4
braid,"n. 辫子, 穗带\nvt. 编成辫, 镶边",(breid),n,托福 GRE,1925,0.0275324675324675,0.054025974025974,A2,2,初级,cet4
refrain,"n. 重复的话, 叠句, 副歌\nvi. 节制, 避免, 克制",(ri'frein),v,六级 考研 雅思 GRE,1932,0.0766045548654244,0.4166666666666667,B1,3,中级,cet4
destroy,"vt. 破坏, 毁坏, 消灭",(di'strɒi),v,高考 四级 六级 考研,28210,0.2402339595887982,0.1780928748670684,B1,3,中级,cet4
okay,"a. 好, 可以, 行, 对, 好吗, 很好\nadv. 好, 可以, 行, 对, 好吗, 很好\nn. 同意, 签认, 批准, 认可\nvt. 同意, 签认, 批准, 认可",(әj'kei),r,四级 考研,28228,0.3643899674082471,0.0093878418591469,A2,2,初级,cet4
governor,"n. (美)州长, (英)总督, 统治者, 管理者, 理事\n[医] 节制器, 调节器",('gʌvәnә),n,四级 六级 考研 托福,28242,0.3520288931378798,0.0988598541179803,B1,3,中级,cet4
master,"n. 主人, 硕士, 大师, 母机\na. 主人的, 主要的\nvt. 征服, 控制, 精通",('mɑ:stә. 'mæstә),n,中考 高考 四级 六级 考研 雅思,28305,0.0675145733969263,0.2055113937466878,B1,3,中级,cet4
overall,"a. 全部的, 全体的, 从头至尾的, 一切在内的\nadv. 从头到尾, 总的说来\nn. 罩衫, 工作服",('әuvәrɒ:l),j,四级 六级 考研 托福 雅思,20735,0.0965999517723655,0.4820834338075717,B1,3,中级,cet4
aside,"n. 小声说的话, 旁白\nadv. 在一边, 离开, 另外",(ә'said),r,高考 四级 考研,20826,0.1363199846345913,0.0985786997022952,A2,2,初级,cet4
sector,"n. 扇形, 部门, 部分, 函数尺, 象限仪, 段, 区段\nvt. 把...分成扇形\n[计] 扇面; 扇区; 段; 区段",('sektә),n,六级 考研 托福 雅思,20880,0.1344348659003831,0.5343390804597701,B1,3,中级,cet4
forth,"adv. 往前, 以后, 向外",(fɒ:θ),r,四级 六级 考研 托福,20889,0.2519507874958112,0.1920628081765522,A2,2,初级,cet4
row,"n. 排, 行, 街道, 划船, 吵闹\nvt. 使成排, 划, 划船, 参加(赛船), 痛骂\nvi. 划船, 划动, 争吵\n[计] 行",(rәu. rau),n,中考 高考 四级 六级 考研 托福,21074,0.1212394419664041,0.096849198063965,A1,1,初级,cet4
bone,"n. 骨头, 骨, 骨制品\nvt. 剔骨\nvi. 专心致志",(bәun),n,高考 四级 考研,28501,0.1002420967685344,0.176800814006526,A2,2,初级,cet4
victory,"n. 胜利, 战胜, 克服",('viktәri),n,中考 高考 四级 六级 考研 托福,28602,0.1740787357527445,0.1130690161527166,B1,3,中级,cet4
frail,"a. 脆弱的, 虚弱的, 意志薄弱的\nn. 少女, 少妇, 灯心草篓",(freil),j,六级 托福 雅思 GRE,1935,0.0894056847545219,0.1576227390180878,A2,2,初级,cet4
fluorescent,n. 荧光\na. 荧光的,(.fluә'resәnt),j,六级 托福 GRE,1936,0.0335743801652892,0.1513429752066115,B2,4,中级,cet4
gravitational,a. 重力的,(.grævi'teiʃәnәl),j,托福 GRE,1946,0.0215827338129496,0.3741007194244604,C1,5,高级,cet4
ballad,n. 歌谣,('bælәd),n,GRE,1949,0.1062083119548486,0.2160082093381221,B1,3,中级,cet4
deprivation,"n. 剥夺, 剥夺官职, 免职\n[医] 丧失, 剥夺, 缺乏",(.depri'veiʃәn),n,托福 GRE,1950,0.1025641025641025,0.4702564102564102,B2,4,中级,cet4
